	dg_d	dg_v	ca3_d	ca3_v	ca2	ca1_d	ca1_i	ca1_v	sst	pv
ENSMUSG00000025474	14.9211	14.3386	5.66577	8.03957	6.15475	6.33421	5.5147	12.0316	7.90832	6.54431
ENSMUSG00000025475	10.1538	29.1356	8.34628	81.8707	11.3861	4.97218	12.1892	30.9463	60.0089	69.7886
ENSMUSG00000025477	3.10069	6.13072	4.24716	3.04358	1.86691	12.3312	7.01598	9.17225	7.07164	8.83858
ENSMUSG00000025478	12.6583	15.7741	3.36653	5.89623	2.09432	5.70036	4.65951	7.81747	6.40661	7.86117
ENSMUSG00000025479	0.256699	0.166061	0.244003	0.0549653	0.181389	0.124079	0.0807079	0.132774	0.0632967	0.199177
ENSMUSG00000025480	0	0.158845	0	0.00851665	0.128622	0.0222408	0	0.28028	2.44355	0.548207
ENSMUSG00000025481	0.409278	0.0616698	0.0942896	0.0382672	0.255203	0.674237	0.300658	0.120083	0.147628	0.123301
ENSMUSG00000025482	0.0967568	0.294184	0	0	0	0	0.028585	0	0.0561888	0
ENSMUSG00000025484	9.67193	4.24615	8.01822	6.91794	4.30356	6.35446	5.49695	6.17427	7.68206	8.32434
ENSMUSG00000025485	40.4652	15.6561	17.8154	21.9774	20.7693	12.7703	26.3429	26.6162	27.5201	15.1797
ENSMUSG00000025486	6.33675	7.40305	7.37813	8.85371	15.141	8.25425	5.40263	8.139	18.2803	23.4019
ENSMUSG00000025487	22.7485	23.3875	22.8053	21.7901	22.7319	21.249	25.3256	22.8428	27.8149	21.5021
ENSMUSG00000025488	0	0.0630326	0	0	0	0	0	0	0	3.31788
ENSMUSG00000025489	0	0	0	0	0	0	0	1.68292	0	0
ENSMUSG00000025491	0.0973657	0	0	0	0	0.0426549	0	0	0.0311066	0
ENSMUSG00000025492	0	0	0	0	0	0	0	0	13.1317	4.04914
ENSMUSG00000025494	0	0	0.0793367	0	0.0269446	0	0	0	0	0
ENSMUSG00000025495	8.13648	8.14237	5.73772	7.90298	6.90664	3.51778	4.3988	5.9494	10.055	11.8239
ENSMUSG00000025496	0.0786893	0.00801593	0	0	0	0	0.293852	0	0	0
ENSMUSG00000025497	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025498	1.68562	0	0.0586645	0.432833	1.26022	0.0831953	0.520507	0.179035	8.82293	5.68674
ENSMUSG00000025499	31.4933	6.96143	24.4871	31.1423	46.3006	31.6415	36.1114	34.0634	55.5126	39.8072
ENSMUSG00000025500	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025503	26.9682	9.51866	8.77255	12.9876	8.04946	16.7924	15.3444	14.4356	10.87	5.81415
ENSMUSG00000025504	0	4.15706	0.00609088	0.244753	0.0323764	0	0	1.36998	0.0234225	0
ENSMUSG00000025505	15.0924	5.85547	3.71845	6.20344	5.70289	6.99147	11.1122	3.4727	4.98253	18.7089
ENSMUSG00000025507	0	0.777588	0.263035	0.00976672	0.0237994	0.174009	0	0.0713557	0.986113	1.41025
ENSMUSG00000025508	264.256	88.9791	74.4203	89.7444	82.4319	111.379	109.219	109.099	297.947	264.571
ENSMUSG00000025509	3.58821	0.609663	2.19816	3.01367	1.32272	1.52075	0.843496	1.13602	3.20373	5.50195
ENSMUSG00000025510	0.49302	1.07944	2.547	1.55618	0.735091	1.92474	2.08906	2.25535	4.70593	3.73817
ENSMUSG00000025511	3.50456	7.30011	1.61208	2.49716	2.26688	1.23324	0.317279	2.34222	7.63282	4.97214
ENSMUSG00000025512	20.7715	19.3145	9.58896	10.3939	7.46958	14.1081	13.341	15.8233	10.8886	9.63625
ENSMUSG00000025515	0.00789854	0.00369462	0.0114257	0.00180219	0	0.006201	0	0.0499874	0.0146859	0.0284441
ENSMUSG00000025519	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025521	5.13817	4.47642	5.35769	5.56695	3.80016	2.9416	5.28633	7.47172	17.7438	14.3456
ENSMUSG00000025525	2.48545	1.7383	2.40272	1.79751	1.96182	2.05855	4.3568	0.817588	1.07461	5.26262
ENSMUSG00000025527	0.0374542	0.122492	0.0135448	0	0	0	0	0	0.0145003	0
ENSMUSG00000025528	0	0	0	0	0.211649	0	0.2402	0	0	0
ENSMUSG00000025529	7.26909	10.4412	17.5441	17.8341	23.237	17.7095	34.6679	24.9437	14.379	14.3141
ENSMUSG00000025531	29.8854	30.9937	40.5705	42.8338	54.8858	42.2897	40.231	37.127	34.6077	27.9684
ENSMUSG00000025532	8.77967	8.73469	15.0048	13.1332	10.1996	10.1429	13.3299	20.1652	7.14401	14.7677
ENSMUSG00000025533	2.84916	5.42145	8.13232	15.2652	0.792343	1.98992	1.86357	6.08816	6.00506	3.70298
ENSMUSG00000025534	1.08831	1.55856	3.8673	2.87419	2.7437	1.27077	1.89814	1.5002	15.2083	8.59227
ENSMUSG00000025535	0.175887	0.261989	0.126847	0.0233242	0	0.115169	0.280427	0.0782507	0.198478	0.1697
ENSMUSG00000025537	0.379146	0.950307	0.443849	0.448982	0.556173	0.435207	0.265099	0.281726	0.567777	0.346651
ENSMUSG00000025538	0.352501	4.60128	3.30373	3.74476	3.53185	1.46996	2.13464	2.32044	5.26842	2.00819
ENSMUSG00000025544	73.5602	55.7986	66.6274	60.0177	46.9016	56.6338	58.2673	59.0873	46.447	25.6411
ENSMUSG00000025545	0.880703	12.5082	17.9321	20.0671	21.5455	7.2349	8.89335	12.259	21.0972	28.4413
ENSMUSG00000025551	31.888	42.7637	38.6387	31.8101	23.1183	16.2978	18.3297	26.4721	17.8125	16.9608
ENSMUSG00000025555	0.657209	5.5374	1.19379	3.73872	8.77482	2.39742	7.06718	11.372	13.9482	2.02868
ENSMUSG00000025557	0	0.00730404	0	0.00398571	0	0	0	0	0	0
ENSMUSG00000025558	12.2548	21.6537	95.1171	72.1181	78.3442	73.2623	72.3391	63.4517	25.6403	11.6025
ENSMUSG00000025571	32.7773	47.5874	17.8072	19.5908	15.7003	16.4577	20.8391	18.8066	7.50284	10.6842
ENSMUSG00000025572	0.706346	2.55086	0.205163	0.0585467	0.0438848	0.152365	0	2.56731	0.216004	0.0406546
ENSMUSG00000025573	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025574	0	2.23346	0.0291096	0.228701	0	0	0	0.0670103	0.0583621	0.187518
ENSMUSG00000025575	4.22693	2.77863	3.53128	3.41124	3.98293	3.78295	4.48914	3.56816	7.67863	7.37464
ENSMUSG00000025576	161.341	88.2123	98.682	57.7062	109.244	126.913	102.05	83.0395	36.828	24.2056
ENSMUSG00000025577	0.406795	1.33382	0.163056	0.255647	0.0224521	0.0742901	0.60215	0.165637	0.867359	0
ENSMUSG00000025578	2.89947	2.52353	0.867669	1.47105	0.903397	1.31712	2.54428	3.22095	1.85066	2.51017
ENSMUSG00000025579	57.5971	65.2617	62.6879	105.599	59.628	87.5992	117.425	158.009	131.156	78.5461
ENSMUSG00000025580	44.787	30.9135	36.268	31.8518	24.5211	30.5878	33.8489	36.1176	43.4976	42.4392
ENSMUSG00000025582	184.721	133.136	318.419	100.399	9.82801	74.5599	86.7672	73.7164	5.8363	2.86828
ENSMUSG00000025583	23.0269	16.4949	21.74	16.017	14.444	14.5609	17.1101	13.3568	11.9303	13.5258
ENSMUSG00000025584	0	0.203855	0.0665134	0.0117304	0.0932214	0.0233936	0.207562	0.110439	0.402659	0.268222
ENSMUSG00000025586	37.6103	58.2193	86.2677	55.7991	18.3124	33.1143	37.9855	47.6351	20.4922	18.974
ENSMUSG00000025588	0	0	0.0267462	0	0.489794	0.021204	0	0	0	0
ENSMUSG00000025591	5.90299	10.8159	7.09839	13.7534	13.9681	8.47383	10.4379	10.3485	14.5412	17.0151
ENSMUSG00000025592	0	0.497521	0.101883	1.16956	0.0312239	0.0824534	0.151233	0.438506	0.0427801	0.789934
ENSMUSG00000025597	1.19897	2.38794	2.25961	3.98656	1.69421	0.551697	1.84348	0.680896	1.17584	3.42199
ENSMUSG00000025602	0.606525	1.70032	0.313734	1.04037	0.759595	1.22523	1.49251	0.788139	1.97664	0.510371
ENSMUSG00000025607	48.3928	32.18	57.3448	41.8298	53.1652	48.4914	44.1929	37.075	38.0778	32.0776
ENSMUSG00000025608	1.81458	8.0483	0.422349	3.09566	1.69666	1.15116	1.8482	0.876307	0.616777	0.142164
ENSMUSG00000025609	45.5526	48.0554	61.6513	59.2947	70.9671	58.628	59.743	76.6385	52.5918	59.9623
ENSMUSG00000025610	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025612	0.280295	4.82556	0.695731	0.908767	0.101955	1.62372	0.0157343	0.670043	7.03133	14.8488
ENSMUSG00000025613	35.7981	34.7546	60.6381	59.2953	54.7621	46.8908	54.0254	54.4749	95.0453	91.0947
ENSMUSG00000025616	33.8957	29.803	15.944	17.8406	29.3936	20.677	22.1538	26.1446	27.7125	18.8248
ENSMUSG00000025626	15.5514	10.6529	7.11486	9.73337	7.58314	7.98866	10.2892	11.0014	6.79427	5.02116
ENSMUSG00000025630	88.343	61.111	119.892	118.477	181.067	109.017	120.241	105.604	186.381	152.221
ENSMUSG00000025644	0	0.548732	0	0	0	0	0	0	0.00866698	0
ENSMUSG00000025645	0	0.105428	0.36297	0.479523	0.691113	1.40299	0.266845	0.065196	0.388205	1.56778
ENSMUSG00000025646	11.8533	8.32952	3.74174	6.12787	5.14118	6.16841	3.85748	4.17305	6.59489	9.42845
ENSMUSG00000025647	5.74381	12.868	18.5246	22.1043	17.075	16.1133	14.2064	17.8467	42.1699	36.6244
ENSMUSG00000025648	1.40479	1.12812	0.312906	0.445791	0.590431	2.54692	0.990819	1.00275	1.57603	0.781774
ENSMUSG00000025650	0.765146	0.0607824	0.00857612	0.00751075	0.0300378	0.0338355	0	0.102549	0.150602	0.174558
ENSMUSG00000025651	41.4922	31.6111	41.7296	45.9102	50.9051	44.5926	43.2143	50.9515	70.1556	98.4787
ENSMUSG00000025652	0.101348	0.0424123	0.0366822	0.0806377	0	0	0	0.130232	0	0
ENSMUSG00000025656	192.756	229.101	330.58	217.826	362.828	281.412	266.36	238.333	95.6088	114.254
ENSMUSG00000025658	135.564	162.92	393.591	215.164	255.774	393.412	328.199	236.298	34.9698	10.3392
ENSMUSG00000025665	0.527514	6.27986	2.81471	3.35018	1.89478	2.49913	1.04882	1.40832	0.708947	0.698971
ENSMUSG00000025666	84.5154	90.0652	27.0393	32.3479	27.5768	23.5361	21.1264	26.8933	68.758	69.0205
ENSMUSG00000025701	0.0570346	0.128563	0.0412866	0.420019	0.0121198	0.0961518	0.0568442	0	0.338148	0.00547537
ENSMUSG00000025702	2.97743	6.03356	7.36691	9.83742	4.20251	3.42951	6.53419	8.50831	12.7069	16.3391
ENSMUSG00000025716	0	0	0	0	0	0	0	0	0.00991875	0
ENSMUSG00000025722	18.0202	10.4318	13.738	18.3693	11.2453	12.4152	20.7185	18.1803	8.29576	12.2495
ENSMUSG00000025723	0.431027	1.99883	1.07413	5.39183	2.58057	1.07723	1.04825	1.72873	1.42815	0.21535
ENSMUSG00000025724	16.7866	24.0581	26.0218	35.9451	20.6316	32.0664	36.3658	28.6101	24.7689	23.0035
ENSMUSG00000025726	0.120626	0	0	0	0	0	0	0	0.0367227	0.0299159
ENSMUSG00000025727	0	0.182414	0.0310932	0	0	0.0300797	0.0214163	0	0.00686619	0
ENSMUSG00000025728	46.4438	27.1538	37.0514	34.1444	43.5868	27.5119	22.517	27.9652	18.6975	28.2557
ENSMUSG00000025730	29.4183	16.9557	6.91623	8.22155	14.1448	10.2101	9.57427	12.751	5.89074	10.991
ENSMUSG00000025731	25.1346	14.1306	9.6214	12.237	6.69229	7.73379	5.49697	11.113	13.6236	17.6568
ENSMUSG00000025732	2.9392	0.195518	0.450684	0.607217	1.35048	0.706566	1.04048	1.43373	4.18987	3.34364
ENSMUSG00000025733	20.0148	45.9632	23.6862	20.8439	19.8802	36.8432	38.0272	29.8135	13.2888	24.1374
ENSMUSG00000025735	2.56714	1.99468	1.92506	3.41196	4.45537	3.86165	4.43648	4.72964	2.34859	2.68291
ENSMUSG00000025736	26.4909	12.5429	12.1092	9.15098	11.1603	9.41097	8.98035	12.2152	13.7347	17.9058
ENSMUSG00000025737	8.15491	2.32068	4.31766	3.13934	4.40422	2.37825	2.8078	3.24742	4.28436	2.72049
ENSMUSG00000025738	66.3019	34.3303	52.3775	32.6491	63.3181	48.6855	33.9203	29.0477	24.5255	19.3755
ENSMUSG00000025739	8.52166	4.25332	5.95616	4.41417	2.46569	3.22934	8.7433	8.61247	17.2746	8.06889
ENSMUSG00000025742	11.1153	10.0178	9.06937	9.03167	10.9388	10.1426	15.1584	9.86471	5.29387	7.78184
ENSMUSG00000025743	53.7404	19.2514	13.1324	19.8849	11.4655	7.61996	13.8996	19.3497	19.4993	19.3803
ENSMUSG00000025745	18.7335	26.6555	19.4223	22	25.5066	14.3353	19.2309	14.8686	14.6622	14.9841
ENSMUSG00000025746	0	0	0	0.0415725	0	0	0	0	2.44371	1.28501
ENSMUSG00000025747	3.70784	2.8463	8.7996	1.34529	1.9619	1.41089	0.483217	0.821747	1.88345	1.06532
ENSMUSG00000025754	0	0.437082	0.238461	0.128467	0.404312	0.0775843	0.0373461	0	0	0.39964
ENSMUSG00000025757	27.16	35.3349	127.408	127.011	78.0769	104.994	97.5983	106.114	61.811	94.4792
ENSMUSG00000025758	0.194039	2.27706	3.53041	3.57276	2.35836	3.30059	2.62085	6.06381	1.80031	2.69256
ENSMUSG00000025759	19.2279	9.50884	6.295	6.25138	3.51286	9.87499	7.86909	7.17317	4.3251	5.94913
ENSMUSG00000025762	0.095743	0.578151	0.245802	0.651899	1.89216	0.304512	0.220102	1.50343	1.0505	1.049
ENSMUSG00000025764	4.29642	7.9922	4.94508	4.43615	1.9408	4.30351	7.14768	7.66034	12.5243	8.93546
ENSMUSG00000025766	3.11405	4.77074	10.7551	10.994	7.98375	6.85226	9.48609	8.12357	18.2472	12.6358
ENSMUSG00000025774	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025776	0.325302	0.593193	7.88019	10.4872	10.1251	2.11277	3.2511	0.528898	0.50229	1.52761
ENSMUSG00000025777	34.2057	46.9364	78.8196	71.2198	85.7775	63.097	73.2643	69.9896	57.7835	48.2383
ENSMUSG00000025779	13.2018	0.74427	1.45918	0.536914	9.59048	2.099	4.00384	1.98483	2.20731	2.51715
ENSMUSG00000025780	0	0.0404366	0	0	0.0311878	0	0.0211422	0.0109292	0.0238049	2.74328
ENSMUSG00000025781	130.163	110.515	172.109	175.284	189.354	192.747	210.318	178.378	255.692	331.209
ENSMUSG00000025782	5.11778	14.5965	8.91925	7.34672	8.57733	8.97182	8.69566	9.68514	9.03675	7.59512
ENSMUSG00000025783	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025784	0	0.103136	0.358818	0	0.0358307	0.0264893	0	0	0.233385	0.38203
ENSMUSG00000025785	3.06152	10.1344	3.57674	6.29079	7.3977	9.38146	13.4169	15.428	13.3701	18.2254
ENSMUSG00000025786	7.66326	10.2315	14.0038	14.44	16.8941	15.3862	18.1436	15.3298	17.2047	22.1055
ENSMUSG00000025787	0.0871619	0.263302	0.00701921	0.170967	0.0246859	0.0172469	0.0502136	0.0420355	0.0611179	0.00512344
ENSMUSG00000025789	0.00912298	0.00848877	0	0.00268992	0	0	0.138942	0.200549	0.387205	0.509528
ENSMUSG00000025790	25.3845	15.4097	20.5802	20.6373	33.4594	10.3665	10.1992	11.8738	15.3998	18.7219
ENSMUSG00000025791	6.85989	7.18748	6.72355	6.74816	8.06452	5.80199	8.4317	8.55862	10.4596	10.8908
ENSMUSG00000025792	1.14904	1.18439	2.51132	0.855376	0.769841	0.605237	0.444623	2.12709	2.34451	4.0277
ENSMUSG00000025793	4.33011	6.09856	15.5988	11.5352	14.7547	20.414	17.1751	10.6791	11.12	15.589
ENSMUSG00000025794	147.838	75.2883	70.559	85.2014	60.6313	90.247	78.4806	82.3696	204.814	149.689
ENSMUSG00000025795	1.76974	0.608064	6.47831	0.481178	0.0929978	1.10649	0.181748	0.263042	8.70057	3.05057
ENSMUSG00000025804	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025808	0	0.0174715	0	0	0	0	0	0	0	0
ENSMUSG00000025809	4.19573	7.24491	6.37469	6.66893	11.708	5.61466	7.42473	8.87218	15.6387	13.1708
ENSMUSG00000025810	33.8397	27.9916	45.3728	59.6065	48.0869	18.3198	16.943	19.436	1.29628	3.18155
ENSMUSG00000025812	26.3014	7.00101	2.75622	7.03995	2.00751	4.8415	2.96804	6.30235	3.9731	4.36576
ENSMUSG00000025813	11.5985	1.46485	3.74249	9.02918	36.2009	36.0664	26.2406	14.5013	2.58017	4.87025
ENSMUSG00000025815	52.0387	48.8815	29.7794	19.6785	25.5917	22.325	20.2073	26.9493	8.76943	33.8955
ENSMUSG00000025816	41.5186	79.2933	58.9717	61.041	67.2913	45.157	52.1582	54.8299	36.1839	36.1198
ENSMUSG00000025817	5.94332	4.02419	2.53891	2.75782	3.19887	2.67872	2.12372	1.71267	13.4469	5.43906
ENSMUSG00000025821	5.64254	1.34829	1.80126	1.27822	2.09849	1.9966	2.4327	2.31072	0.961403	0.585588
ENSMUSG00000025823	20.806	7.55717	18.0236	13.9937	9.19843	10.3879	11.5894	17.9575	11.9452	14.7695
ENSMUSG00000025825	35.6194	19.1759	42.0519	33.6239	31.8818	29.9952	30.1656	35.7668	83.9229	81.0171
ENSMUSG00000025838	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025839	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025854	0.585106	2.33961	1.43311	2.23739	1.59131	2.58413	1.54236	3.36313	6.63906	10.3325
ENSMUSG00000025855	54.0147	19.9611	95.0445	102.916	52.0066	80.6901	87.6664	110.088	145.045	119.397
ENSMUSG00000025856	39.3456	18.0648	17.2703	19.5989	16.7115	15.1384	15.7305	19.1128	17.8426	15.8242
ENSMUSG00000025857	0.871204	1.64262	0.721249	1.14792	1.81355	1.92349	1.16343	1.2742	0.673019	1.46115
ENSMUSG00000025858	8.95254	7.04809	7.57128	6.01307	8.15857	7.79664	4.59228	7.05289	10.783	11.9112
ENSMUSG00000025860	7.78697	16.7498	14.8235	13.71	15.3274	13.7346	18.9599	14.3158	17.0747	13.2261
ENSMUSG00000025862	17.081	16.9841	8.93285	10.7964	8.99957	11.476	9.84807	11.374	6.67805	5.13561
ENSMUSG00000025867	342.211	262.653	267.583	131.206	244.2	76.7279	99.348	101.961	63.5651	5.26877
ENSMUSG00000025868	137.076	75.5599	75.6469	77.3552	54.4424	81.7259	65.4485	79.0422	103.419	115.729
ENSMUSG00000025869	10.2461	7.73675	5.77071	7.94823	5.45633	6.68861	8.48947	5.58739	12.7581	8.54537
ENSMUSG00000025870	8.95661	3.35274	8.31332	7.27106	4.35877	2.61884	4.52306	5.53962	8.88706	1.97717
ENSMUSG00000025871	157.332	85.9038	89.4905	83.8702	144.091	90.819	87.3773	78.7921	55.1783	47.9238
ENSMUSG00000025872	10.5563	7.18109	9.71697	10.5191	6.69247	10.8306	9.36049	7.4594	9.1073	9.65537
ENSMUSG00000025873	5.98969	10.226	11.7181	12.3658	10.4204	11.5231	12.4517	11.7799	19.8415	17.7994
ENSMUSG00000025875	1.0366	3.64886	44.3186	44.991	11.0059	4.3924	4.18873	11.5186	17.223	21.9738
ENSMUSG00000025876	124.007	88.0604	41.5801	76.2999	30.26	46.3456	52.7318	83.4899	15.2836	13.8042
ENSMUSG00000025877	0.447217	0.425268	0	0.00518729	0	0	0.40994	0	0.07046	0.00963442
ENSMUSG00000025878	7.14219	5.5931	3.91716	3.05831	4.86739	3.29017	5.02653	8.51975	4.91502	2.84457
ENSMUSG00000025880	4.85919	2.05771	1.20831	2.10759	1.68791	4.32344	2.0686	2.04673	3.19712	1.8484
ENSMUSG00000025885	31.4466	41.4285	44.9014	28.8291	23.3016	14.6845	28.8912	30.2219	8.31012	13.2756
ENSMUSG00000025887	0	0	0	0.37498	0	0.0112143	0	0	0.290354	0.337057
ENSMUSG00000025888	0	0	0.013183	1.35231	0	0.0797829	0.0576282	0.0288379	5.33631	1.92514
ENSMUSG00000025889	163.155	283.069	382.339	569.599	332.019	245.959	394.321	443.391	34.5757	91.9696
ENSMUSG00000025892	7.64277	12.0548	5.7755	15.0219	7.17513	3.06591	5.90373	13.6451	89.1567	162.136
ENSMUSG00000025893	3.43309	3.26561	4.87419	5.16668	3.80525	3.52851	3.1337	3.59228	5.00355	5.99804
ENSMUSG00000025894	8.11118	17.3086	12.7256	13.6815	10.9579	13.2841	8.19617	10.8612	11.7296	14.1308
ENSMUSG00000025898	7.23151	8.08313	4.51997	5.40583	6.28813	2.59971	5.14126	5.11644	4.66126	8.09086
ENSMUSG00000025899	7.40738	25.0463	28.2789	30.2367	33.3566	31.0363	27.6706	24.1756	19.9501	21.4405
ENSMUSG00000025900	0	0	0	0	0	0	0	0	0.665715	0
ENSMUSG00000025902	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025903	10.9778	7.55664	8.30533	7.45346	7.81718	4.16218	3.83559	4.60772	12.3875	16.3835
ENSMUSG00000025905	0	0	0.422479	0.234244	0	0.00255476	0.0702691	0.324256	9.33028	0.296398
ENSMUSG00000025907	100.933	99.6874	128.407	82.7323	103.909	82.6703	93.5673	84.2189	56.9047	65.9669
ENSMUSG00000025909	14.0125	18.6845	15.1544	11.4032	14.507	13.8872	17.758	20.6409	46.0365	36.1313
ENSMUSG00000025911	0	0.278398	0.0585607	0.0718239	0.353317	0	0.0799866	0.0216316	0.773459	0.414489
ENSMUSG00000025912	0.0886358	2.93739	1.38654	1.29026	0.858628	3.52188	1.09133	1.13791	14.7099	10.8914
ENSMUSG00000025915	0.391757	2.11595	0.245849	0.505197	0.761575	1.82274	1.59979	2.42278	0.383314	2.0212
ENSMUSG00000025916	0	0.041102	0	0	0.131095	0.350578	0.592102	0.103971	0.0909761	0.285219
ENSMUSG00000025917	80.8575	71.5572	95.7455	82.0321	79.8339	70.062	60.8615	68.1816	85.4718	84.5167
ENSMUSG00000025920	86.448	104.211	176.811	137.017	111.188	131.914	118.762	136.484	105.906	106.328
ENSMUSG00000025921	6.54646	5.82809	5.9941	7.57587	2.81461	1.98406	2.56431	4.7402	2.73561	2.48206
ENSMUSG00000025922	0	0	0	0.0170977	0	0	0	0	0.0197737	0.0644356
ENSMUSG00000025925	4.87248	7.73991	3.82573	4.35074	5.55404	3.84746	5.3477	3.80979	8.25626	3.49152
ENSMUSG00000025927	0	0.012503	0.0144366	0	0	0	0.0142688	0	0	0
ENSMUSG00000025929	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025930	0	0.265787	0.111931	0.409638	0.149718	0.0332694	0.320267	0.612096	0.443184	0.13655
ENSMUSG00000025931	9.38807	6.88682	25.1629	28.2373	12.4535	11.2463	15.2457	13.7011	11.8576	12.7385
ENSMUSG00000025932	1.51934	4.80899	3.1646	4.97351	0.0504037	3.58287	1.91221	2.86467	49.4408	16.0491
ENSMUSG00000025933	10.0147	16.91	30.3809	23.4194	27.6168	27.7775	31.8994	21.5667	26.2938	19.3692
ENSMUSG00000025934	0.37701	0.546877	0.0504067	0.251731	0.0919358	0.316961	0.559391	0.912367	0.0483737	1.31315
ENSMUSG00000025935	12.0747	13.5358	10.2439	11.3693	9.87648	11.3101	9.46329	10.0403	10.5774	12.4003
ENSMUSG00000025936	0	0	0	0.183541	0	0	0	0	0	0
ENSMUSG00000025937	1.7275	2.52707	5.10469	2.56777	3.9603	3.77702	2.59497	5.37936	3.41748	5.35206
ENSMUSG00000025938	0.282777	0.699835	2.50812	1.32132	4.25525	1.25695	0.513338	0.563266	0.032464	1.68416
ENSMUSG00000025939	25.4362	29.8118	39.1291	25.1988	38.7687	29.6633	24.4547	19.8185	20.6944	16.219
ENSMUSG00000025940	18.4053	18.6367	25.9212	26.0427	35.9471	21.3967	22.0946	19.3716	40.7755	38.1055
ENSMUSG00000025945	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025946	0	1.70141	0.0861428	0.170035	0.212714	0	0.0225116	0.111037	0	0.089168
ENSMUSG00000025949	8.6823	8.76514	12.7033	15.0546	15.0739	14.9577	15.3033	17.0795	7.73517	9.49437
ENSMUSG00000025950	5.35563	3.84991	18.5086	25.7879	13.4638	11.8758	17.1645	31.1815	18.159	9.07991
ENSMUSG00000025952	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025955	0	0.0825623	0.198127	0.142166	0	0	0	0	0	0.0245323
ENSMUSG00000025956	2.50316	3.29731	2.92215	3.64906	2.39999	3.36552	2.68104	2.68259	10.7309	8.00209
ENSMUSG00000025958	28.2054	48.7143	48.357	40.2849	37.9134	57.2005	49.4914	37.1006	19.3954	15.2795
ENSMUSG00000025959	10.7307	15.9006	55.0714	38.1717	54.7485	19.5004	29.4467	28.8708	9.13045	4.86046
ENSMUSG00000025961	1.14757	0.456592	0.865509	0.474902	0.35554	0.287853	0.200282	0.2975	0.753175	0.283669
ENSMUSG00000025962	11.3684	9.52125	11.9771	11.3495	8.98107	8.16872	11.9772	6.96326	11.1276	21.7772
ENSMUSG00000025963	0	0.081731	0.0631439	0.337861	0.0299402	0.100129	0.1473	0.258498	0.293882	0.340505
ENSMUSG00000025964	25.6234	18.0828	75.3635	48.4614	87.8741	65.9526	66.472	39.7986	37.4671	66.8127
ENSMUSG00000025967	55.8444	53.2066	71.4831	111.438	86.6611	89.8583	95.369	93.2847	138.918	127.668
ENSMUSG00000025968	28.7085	26.2182	47.8646	41.0955	48.733	39.7658	40.7821	38.6298	47.9128	69.8714
ENSMUSG00000025969	22.288	29.6745	33.5504	75.4772	10.4582	7.52946	5.19996	4.79181	2.56632	3.24046
ENSMUSG00000025971	2.69825	5.11934	6.02498	5.17818	3.73997	4.84944	4.92973	8.05073	8.37323	9.02182
ENSMUSG00000025977	0	0.438261	0.0673404	0	0.0843397	0.0303889	0	0	0	0
ENSMUSG00000025978	0.207777	0.248892	0	0.0757794	0.160407	0.0265293	0.358262	0	0.160704	0.128851
ENSMUSG00000025979	53.5917	36.7299	54.1098	39.8245	48.1841	44.1783	41.4943	40.972	45.872	54.1909
ENSMUSG00000025980	81.8999	72.4816	127.101	121.357	148.72	98.4378	115.356	115.239	108.881	144.493
ENSMUSG00000025981	5.7979	4.05728	5.63656	3.93642	6.06796	5.81033	5.8034	4.1127	7.34161	9.70848
ENSMUSG00000025982	57.1293	77.0629	59.9298	57.0524	72.279	63.185	57.3036	62.4319	33.7448	44.7399
ENSMUSG00000025983	0	0.120128	0.0209279	0.0552683	0.11149	0.116342	0.0226614	0.0514472	0.217214	0.424954
ENSMUSG00000025986	28.9914	38.9934	95.8227	73.3358	35.3442	47.8817	75.8258	86.2566	29.6603	13.9086
ENSMUSG00000025991	0	0.12556	0	0.0312389	0	0	0	0.0960617	0	1.39564
ENSMUSG00000025993	0.37727	1.12951	0.0660639	0	0	0	0	0	1.02569	0.352745
ENSMUSG00000025995	35.8836	29.655	16.3682	17.6649	19.4812	17.3853	13.3422	23.918	38.5551	21.9055
ENSMUSG00000025997	1.23344	1.35419	1.56287	1.64344	0.780083	0.0862187	0.752076	1.77093	0.452533	1.07229
ENSMUSG00000026000	55.7626	53.7208	52.12	61.0477	58.1883	60.9639	74.5803	58.0233	74.767	168.561
ENSMUSG00000026003	0.0255977	0.202958	0.322833	0.89895	0.779055	0.0136871	0.140133	0.0731739	1.11447	6.15334
ENSMUSG00000026004	22.4098	13.7897	8.04205	6.42038	10.6731	10.6294	7.27954	3.73464	10.753	19.5033
ENSMUSG00000026005	7.13951	13.9049	13.0511	17.837	12.064	11.0715	10.0878	11.1129	13.7841	7.5516
ENSMUSG00000026009	0	0	0.147013	0.189806	0.120174	0.125944	0.256923	0	0.00587528	0
